"host_id","host_is_superhost","host_identity_verified","host_has_profile_pic","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_listings_count","review_scores_communication","price"
454333811,"","t","t","2022-04-14","within an hour","100%","80%",10,4.8,NA
114867228,"f","t","t","2017-02-04","within a day","100%","50%",1,4.91,250
1171497,"t","t","t","2011-09-17","within an hour","100%","52%",9,4.81,115
21527486,"t","t","t","2014-09-19","N/A","N/A","100%",1,5,250
5851210,"f","t","t","2013-04-09","within an hour","100%","100%",2,4.93,100
1550888,"f","t","t","2011-12-30","within a day","75%","67%",6,4.54,99
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,380
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,NA
436311597,"t","t","t","2021-12-16","within an hour","98%","100%",20,4.92,305
471543501,"f","t","t","2022-07-25","N/A","N/A","N/A",1,4.76,146
155400834,"f","t","t","2017-10-20","within an hour","100%","95%",4,3.67,120
251817531,"f","t","t","2019-03-28","within a day","100%","78%",4,4,100
556435992,"t","t","t","2024-01-14","within an hour","94%","97%",3,5,150
248747404,"f","t","t","2019-03-13","within a day","75%","20%",1,5,220
3418072,"t","t","t","2012-08-30","within an hour","100%","100%",1,5,120
558446111,"f","t","t","2024-01-24","within a few hours","100%","100%",11,4.5,90
558446111,"f","t","t","2024-01-24","within a few hours","100%","100%",11,NA,72
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,169
3405057,"t","t","t","2012-08-28","within an hour","100%","100%",3,4.67,103
302903408,"f","t","t","2019-10-17","within an hour","100%","70%",9,5,730
524440086,"f","t","t","2023-07-08","within an hour","100%","68%",1,5,205
47784768,"t","f","t","2015-10-30","within an hour","100%","100%",3,4.96,70
514336590,"f","t","t","2023-05-11","within an hour","100%","97%",33,NA,75
7735666,"t","t","t","2013-07-26","within an hour","100%","100%",1,4.86,86
23909763,"t","t","t","2014-11-18","within an hour","100%","100%",9,NA,70
482630627,"t","t","t","2022-10-07","within an hour","100%","100%",5,5,587
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,3,856
549461440,"t","t","t","2023-12-04","within an hour","100%","99%",1,5,271
30066784,"t","t","t","2015-03-26","within an hour","100%","89%",1,4.99,117
34453577,"f","f","t","2015-05-28","within an hour","100%","100%",1,4.93,115
482630627,"t","t","t","2022-10-07","within an hour","100%","100%",5,5,2280
4264065,"f","t","t","2012-11-27","N/A","N/A","N/A",2,NA,NA
47122205,"f","t","t","2015-10-21","N/A","N/A","0%",1,4.84,95
46580997,"f","t","t","2015-10-14","within an hour","100%","33%",1,5,130
339927331,"f","t","t","2020-03-02","within an hour","100%","100%",1,4.71,160
502440822,"f","t","t","2023-02-23","within an hour","100%","60%",8,NA,66
7660014,"f","t","t","2013-07-22","within a day","80%","29%",1,4.91,214
45955499,"f","t","t","2015-10-07","within an hour","100%","63%",11,NA,690
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,4.25,80
9207223,"f","t","t","2013-10-03","N/A","N/A","N/A",3,5,93
91889284,"","t","t","2016-08-25","N/A","N/A","N/A",2,4.95,45
230705060,"f","t","t","2018-12-14","within an hour","100%","100%",6,4.57,299
449305053,"t","f","t","2022-03-13","within an hour","100%","80%",3,NA,220
155400834,"f","t","t","2017-10-20","within an hour","100%","95%",4,5,160
152386567,"f","t","t","2017-09-27","within an hour","100%","75%",6,NA,250
15730204,"f","t","t","2014-05-19","within a few hours","100%","100%",1,NA,425
29358602,"f","t","t","2015-03-15","within a few hours","80%","75%",5,5,140
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,4.84,359
35935,"t","t","t","2009-09-03","within an hour","100%","85%",6,4.85,90
36279488,"f","t","t","2015-06-20","within a day","100%","29%",1,5,186
203397896,"t","t","t","2018-07-18","within a few hours","100%","100%",1,4.94,85
45949720,"t","t","t","2015-10-06","within an hour","100%","100%",1,4.97,243
517145594,"","t","t","2023-05-29","within a few hours","90%","100%",5,3.33,164
23909763,"t","t","t","2014-11-18","within an hour","100%","100%",9,4,59
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,4.88,495
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,NA,75
290055,"t","t","t","2010-11-17","within an hour","100%","0%",1,4.96,411
40828217,"f","t","t","2015-08-07","within an hour","100%","100%",4,4.63,75
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,NA,90
2707591,"f","t","t","2012-06-21","N/A","N/A","N/A",1,4.95,165
14505375,"t","t","t","2014-04-20","within a few hours","100%","68%",3,4.96,115
417504,"t","t","t","2011-03-01","within an hour","97%","99%",29,4.78,359
376691941,"t","t","t","2020-11-23","within an hour","100%","100%",1,4.93,214
531641326,"t","t","t","2023-08-13","within an hour","100%","100%",1,5,479
603486,"","t","t","2011-05-19","within an hour","100%","100%",6,5,336
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,5,175
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,5,474
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,4,70
498135066,"t","f","t","2023-01-26","within an hour","100%","100%",1,5,165
202318295,"f","t","t","2018-07-14","N/A","N/A","N/A",2,4.93,135
67274316,"t","t","t","2016-04-15","within an hour","100%","96%",2,4.92,353
13043852,"f","f","t","2014-03-11","N/A","N/A","0%",2,5,300
34268824,"t","t","t","2015-05-26","within an hour","100%","100%",2,4.9,275
171136827,"f","t","t","2018-02-01","within an hour","99%","99%",4,4.76,143
47424665,"f","t","t","2015-10-25","a few days or more","0%","N/A",2,4.97,366
543460585,"f","t","t","2023-10-25","N/A","N/A","71%",6,NA,592
417504,"t","t","t","2011-03-01","within an hour","97%","99%",29,4.89,359
2026554,"f","t","t","2012-03-28","within a day","100%","100%",2,5,120
40611169,"f","t","t","2015-08-05","within a few hours","100%","0%",2,4.94,1057
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,4.67,90
200239515,"f","t","t","2018-07-05","within a few hours","99%","84%",277,NA,NA
102212764,"f","t","t","2016-11-02","N/A","N/A","N/A",1,NA,NA
4665764,"f","t","t","2013-01-11","within a day","100%","0%",1,5,300
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,643
127752277,"t","t","t","2017-04-26","within an hour","100%","99%",3,4.88,99
33205064,"f","t","t","2015-05-12","a few days or more","0%","10%",1,4.83,75
388603242,"f","t","t","2021-02-14","within an hour","99%","100%",13,4.94,355
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,420
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,135
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,467
10526077,"f","t","t","2013-12-09","within a few hours","100%","71%",1,5,207
496932087,"f","f","t","2023-01-19","within an hour","94%","96%",114,NA,100
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,235
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,135
417504,"t","t","t","2011-03-01","within an hour","97%","99%",29,4.85,329
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,NA,90
87639559,"f","t","t","2016-08-03","within an hour","100%","100%",19,NA,NA
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,4.69,493
424296351,"f","t","t","2021-09-23","within a day","74%","71%",101,NA,202
15310980,"t","t","t","2014-05-09","within an hour","100%","100%",1,4.96,810
149073048,"f","t","t","2017-09-04","a few days or more","29%","50%",4,4.93,59
545249909,"f","t","t","2023-11-06","a few days or more","0%","N/A",1,NA,120
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,283
867225,"t","t","t","2011-07-25","within an hour","100%","92%",2,4.87,77
36063879,"","t","t","2015-06-17","within an hour","100%","94%",4,5,333
13351185,"f","t","t","2014-03-20","N/A","N/A","N/A",2,5,NA
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,5,220
347502164,"t","t","t","2020-05-25","within an hour","100%","100%",6,5,169
489756011,"f","t","t","2022-11-30","within a few hours","97%","81%",31,2,140
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,NA,80
52363997,"f","t","t","2015-12-26","within an hour","100%","67%",1,NA,130
388603242,"f","t","t","2021-02-14","within an hour","99%","100%",13,4.92,435
7320160,"f","t","t","2013-07-06","a few days or more","0%","0%",1,4.67,150
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,NA,38
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,105
347502164,"t","t","t","2020-05-25","within an hour","100%","100%",6,5,116
51501835,"f","t","t","2015-12-16","within a day","56%","44%",154,3.5,150
486007573,"t","t","t","2022-11-02","within an hour","97%","52%",5,5,110
187715849,"t","t","t","2018-05-03","within an hour","100%","79%",1,5,215
7445415,"f","t","t","2017-08-11","N/A","N/A","N/A",1,5,NA
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,4.5,68
25183,"t","t","t","2009-07-10","within an hour","100%","N/A",2,4.88,170
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,86
23545344,"t","f","t","2014-11-09","within a few hours","90%","100%",2,5,80
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,5,404
550317,"t","t","t","2011-05-02","within an hour","100%","100%",1,4.92,252
134428157,"t","t","t","2017-06-10","within an hour","100%","47%",6,5,160
336581747,"t","t","t","2020-02-16","within an hour","89%","70%",17,4.5,210
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,372
19792421,"f","t","t","2014-08-10","within a few hours","100%","N/A",1,NA,360
81347848,"f","t","t","2016-07-02","within an hour","100%","N/A",1,5,79
533292672,"f","t","t","2023-08-22","within an hour","100%","64%",20,NA,46
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,4.84,241
417504,"t","t","t","2011-03-01","within an hour","97%","99%",29,4.88,359
159355723,"f","t","t","2017-11-19","within a few hours","96%","76%",147,4.82,289
446820235,"f","t","t","2022-02-25","within an hour","100%","70%",4396,NA,334
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,1264
519554,"f","f","t","2011-04-19","a few days or more","11%","0%",3,4.88,250
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,NA,71
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,75
16687308,"t","t","t","2014-06-11","within an hour","100%","86%",1,5,270
364844663,"t","f","t","2020-08-28","within a few hours","100%","97%",4,4.89,265
101144679,"t","t","t","2016-10-24","within a few hours","100%","50%",1,5,120
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,3,71
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,463
578162158,"f","t","t","2024-05-17","N/A","N/A","N/A",1,NA,184
23582893,"t","t","t","2014-11-10","within an hour","100%","78%",3,4.96,108
190239,"t","t","t","2010-08-03","N/A","N/A","60%",1,4.97,115
106265221,"t","t","t","2016-12-05","within a few hours","100%","100%",1,4.96,264
122726779,"t","t","t","2017-03-26","within a few hours","100%","92%",1,5,128
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,316
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,4.5,325
841179,"t","f","t","2011-07-19","within a few hours","100%","100%",1,4.71,101
159355723,"f","t","t","2017-11-19","within a few hours","96%","76%",147,NA,262
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,5,287
1171497,"t","t","t","2011-09-17","within an hour","100%","52%",9,4.88,110
124855093,"t","t","t","2017-04-08","within an hour","100%","99%",2,4.95,180
108030899,"f","t","t","2016-12-21","within a few hours","90%","100%",2,4.91,NA
584082202,"f","t","f","2024-06-17","within an hour","100%","100%",1,5,175
265458818,"f","t","t","2019-05-31","within an hour","91%","98%",5,4.47,296
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,1558
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,5,71
14290739,"t","t","t","2014-04-14","within a few hours","100%","100%",1,4.93,195
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,4,371
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,292
1748382,"f","t","t","2012-02-14","within a day","70%","36%",4,4.84,140
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,240
7895505,"f","t","t","2013-08-02","within an hour","100%","29%",1,5,275
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,119
514336590,"f","t","t","2023-05-11","within an hour","100%","97%",33,NA,95
545908720,"f","t","t","2023-11-10","within a day","100%","39%",5,NA,38
4264890,"t","f","t","2012-11-27","within an hour","100%","97%",5,5,120
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,3,71
241336565,"f","t","t","2019-02-05","within an hour","100%","83%",6,3.67,160
99634835,"t","t","t","2016-10-14","within an hour","100%","100%",1,4.97,90
6989159,"f","t","t","2013-06-18","within an hour","100%","90%",3,NA,480
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,348
16385739,"t","t","t","2014-06-04","N/A","N/A","N/A",1,4.97,90
131280011,"f","t","t","2017-05-21","within an hour","100%","0%",1,NA,350
51501835,"f","t","t","2015-12-16","within a day","56%","44%",154,3.71,100
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,5,75
16262749,"t","t","t","2014-06-01","within an hour","90%","93%",2,4.78,295
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,348
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,292
524733,"f","t","t","2011-04-20","a few days or more","0%","0%",2,NA,65
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,57
415840703,"t","t","t","2021-07-29","within a few hours","98%","51%",83,5,206
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,NA,68
482047667,"f","t","t","2022-10-03","within an hour","100%","91%",1,4.81,289
168525,"t","t","t","2010-07-16","within a few hours","100%","100%",2,4.88,181
3855454,"f","t","t","2012-10-13","within an hour","100%","100%",1,4.91,245
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,1961
533292672,"f","t","t","2023-08-22","within an hour","100%","64%",20,NA,46
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,5,71
424296351,"f","t","t","2021-09-23","within a day","74%","71%",101,NA,202
3130819,"f","t","t","2012-08-01","within a few hours","100%","0%",2,4.83,250
267839371,"f","t","t","2019-06-11","within an hour","100%","99%",1,4.95,120
33867639,"f","f","t","2015-05-20","within an hour","100%","100%",8,4.74,159
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,5,79
1317343,"t","t","t","2011-10-20","within a few hours","100%","13%",1,4.99,99
63607508,"f","f","t","2016-03-19","within an hour","100%","0%",1,NA,120
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,4.85,352
7646868,"f","t","t","2013-07-22","within an hour","100%","50%",1,5,500
388603242,"f","t","t","2021-02-14","within an hour","99%","100%",13,5,466
512087621,"f","t","t","2023-04-27","N/A","N/A","46%",1,5,250
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,135
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,4.71,165
286255,"f","t","t","2010-11-13","N/A","N/A","N/A",1,NA,108
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,196
4301655,"f","t","t","2012-12-02","within a day","100%","0%",1,5,225
60411344,"f","t","t","2016-02-25","within a few hours","100%","100%",1,5,80
504070879,"t","t","t","2023-03-05","within a few hours","100%","50%",2,5,57
533292672,"f","t","t","2023-08-22","within an hour","100%","64%",20,5,46
5259026,"f","t","t","2013-02-27","within a day","80%","0%",2,NA,350
262224408,"f","t","t","2019-05-16","within an hour","84%","100%",7,4,505
16800,"t","t","t","2009-05-12","within an hour","100%","100%",1,4.95,65
8439929,"f","t","t","2013-08-26","a few days or more","0%","0%",1,4.96,210
53363226,"f","t","t","2016-01-04","within a day","50%","0%",1,5,1829
23982388,"t","t","t","2014-11-20","within an hour","100%","67%",11,4.33,150
71895768,"f","t","t","2016-05-14","N/A","N/A","80%",1,5,108
59488400,"t","t","t","2016-02-19","within an hour","100%","95%",1,4.98,163
77750223,"f","t","t","2016-06-14","N/A","N/A","N/A",2,4.93,114
84148194,"f","t","t","2016-07-16","a few days or more","0%","N/A",4,NA,NA
204704622,"f","t","t","2018-07-24","within a few hours","95%","69%",259,NA,NA
489878101,"t","t","t","2022-12-01","within an hour","100%","79%",7,5,80
2267864,"f","f","t","2012-05-01","within a few hours","100%","31%",2,4.95,233
41704832,"f","t","t","2015-08-17","within an hour","100%","100%",1,4.91,134
394283627,"f","t","t","2021-03-26","within a day","100%","N/A",3,NA,3000
368528,"f","t","t","2011-01-30","N/A","N/A","N/A",1,NA,NA
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,196
24261901,"t","t","t","2014-11-28","within a few hours","100%","100%",1,5,232
145491160,"f","f","t","2017-08-11","N/A","N/A","N/A",1,NA,375
61391963,"f","t","t","2016-03-03","within a few hours","99%","71%",170,4.71,52
550004155,"f","t","f","2023-12-07","N/A","N/A","83%",3,5,NA
468527022,"f","t","t","2022-07-09","within an hour","98%","100%",6,4.9,292
2521127,"t","t","t","2012-06-01","within an hour","100%","100%",3,5,1295
9522851,"f","t","t","2013-10-19","N/A","N/A","N/A",1,5,NA
57186170,"f","t","t","2016-02-02","within an hour","100%","98%",3,4.91,210
375556460,"f","t","t","2020-11-13","N/A","N/A","N/A",2,NA,178
533292672,"f","t","t","2023-08-22","within an hour","100%","64%",20,NA,55
5244814,"f","t","t","2013-02-26","within a day","100%","100%",1,5,229
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,387
61175876,"f","t","t","2016-03-01","within an hour","100%","80%",4,4.98,112
2363997,"f","t","t","2012-05-13","N/A","N/A","N/A",1,5,180
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,4.63,NA
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,NA,248
19303369,"f","t","t","2014-08-01","within an hour","99%","88%",298,5,NA
194740510,"f","t","t","2018-06-10","within a day","75%","N/A",1,5,NA
35736676,"t","t","t","2015-06-13","within an hour","90%","93%",2,4.92,179
30532557,"f","t","t","2015-04-03","within a day","82%","67%",21,4,43
2558534,"t","t","t","2012-06-05","within a few hours","100%","90%",1,4.92,232
75478154,"t","t","t","2016-06-02","within an hour","100%","100%",1,4.96,199
533292672,"f","t","t","2023-08-22","within an hour","100%","64%",20,NA,55
562171891,"f","t","t","2024-02-15","within an hour","100%","100%",1,NA,215
7121035,"f","t","t","2013-06-26","within a day","60%","13%",1,5,260
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,NA,79
504070879,"t","t","t","2023-03-05","within a few hours","100%","50%",2,5,58
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,5,90
29990425,"t","t","t","2015-03-25","within an hour","100%","100%",1,5,228
10811427,"f","t","t","2013-12-25","N/A","N/A","0%",1,5,249
101435219,"t","t","t","2016-10-26","within an hour","100%","100%",2,4.96,195
1417757,"t","t","t","2011-11-17","N/A","N/A","100%",3,4.87,140
20971070,"f","t","t","2014-09-05","N/A","N/A","N/A",1,5,175
4264890,"t","f","t","2012-11-27","within an hour","100%","97%",5,NA,120
28709982,"f","t","t","2015-03-03","within a few hours","100%","50%",4,4.81,225
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,3,324
545416054,"t","f","t","2023-11-07","within an hour","100%","100%",10,5,142
167019780,"t","f","t","2018-01-10","within a few hours","100%","86%",1,4.82,178
49123334,"f","f","t","2015-11-15","within an hour","100%","100%",1,5,257
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,83
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,1,68
5970733,"f","t","t","2013-04-17","a few days or more","0%","0%",1,5,84
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,466
2707299,"t","t","t","2012-06-21","within a few hours","100%","83%",1,5,135
17775359,"t","t","t","2014-07-07","within an hour","99%","88%",86,NA,879
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,NA,313
201938100,"f","t","t","2018-07-12","within a day","94%","61%",7,NA,250
424296351,"f","t","t","2021-09-23","within a day","74%","71%",101,NA,140
435667683,"f","t","t","2021-12-12","within an hour","100%","100%",1,5,NA
496932087,"f","f","t","2023-01-19","within an hour","94%","96%",114,4,100
74410137,"f","t","t","2016-05-28","within a few hours","100%","75%",1,NA,86
81325020,"t","t","t","2016-07-02","within a few hours","100%","85%",2,4.86,150
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,220
61391963,"f","t","t","2016-03-03","within a few hours","99%","71%",170,4.69,58
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,90
436303062,"f","t","t","2021-12-16","within an hour","100%","93%",9,5,267
519554,"f","f","t","2011-04-19","a few days or more","11%","0%",3,4.78,89
3922831,"t","t","t","2012-10-19","within an hour","100%","88%",2,4.71,140
148272313,"t","t","t","2017-08-29","within an hour","100%","96%",2,4.98,493
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,417
726333,"t","t","t","2011-06-21","within a few hours","100%","85%",1,4.99,375
227801173,"t","t","t","2018-11-27","N/A","N/A","83%",1,4.79,120
414068298,"f","t","t","2021-07-20","N/A","N/A","100%",2,4.6,180
464234569,"f","t","f","2022-06-14","within an hour","100%","91%",2,NA,280
489756011,"f","t","t","2022-11-30","within a few hours","97%","81%",31,4.83,139
34614054,"t","t","t","2015-05-30","within an hour","100%","100%",1,NA,35
519791431,"f","t","f","2023-06-13","N/A","N/A","N/A",1,NA,300
501499086,"f","t","t","2023-02-17","a few days or more","0%","N/A",170,NA,82
23582893,"t","t","t","2014-11-10","within an hour","100%","78%",3,4.93,114
363928053,"","t","t","2020-08-23","within a few hours","60%","86%",11,5,NA
1992020,"f","t","t","2012-03-23","a few days or more","0%","N/A",1,5,349
13345559,"f","t","t","2014-03-20","within a day","100%","33%",1,5,180
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,1097
120762452,"f","t","t","2017-03-14","within an hour","89%","95%",83,5,140
4874700,"f","t","t","2013-01-28","within a few hours","71%","71%",2,4.68,1656
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,300
446820235,"f","t","t","2022-02-25","within an hour","100%","70%",4396,NA,334
12292581,"t","t","t","2014-02-16","within an hour","100%","91%",2,5,200
126646007,"f","t","t","2017-04-19","N/A","N/A","33%",1,NA,500
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,4.57,412
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,534
482534701,"f","t","t","2022-10-06","within a day","67%","0%",1,4.33,450
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,320
1267021,"f","t","f","2011-10-09","N/A","N/A","N/A",2,4.45,NA
946323,"f","t","t","2011-08-09","N/A","N/A","N/A",2,4.5,NA
22904933,"f","t","t","2014-10-24","N/A","N/A","N/A",2,4.91,NA
203266238,"f","t","t","2018-07-18","within an hour","100%","100%",6,4.78,59
505438983,"f","t","t","2023-03-14","a few days or more","40%","33%",1,5,130
63250606,"t","t","t","2016-03-16","N/A","N/A","100%",1,5,195
477426357,"t","t","t","2022-08-30","within an hour","100%","90%",1,4.93,101
24943630,"t","t","t","2014-12-17","within an hour","100%","100%",1,4.97,105
13270449,"f","f","t","2014-03-18","N/A","N/A","N/A",1,5,NA
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,169
7979680,"f","f","t","2013-08-06","within an hour","70%","57%",1,4.84,197
417504,"t","t","t","2011-03-01","within an hour","97%","99%",29,4.82,359
10179999,"f","f","t","2013-11-21","a few days or more","0%","N/A",1,4.76,150
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,NA,281
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,479
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,5,160
45215560,"f","t","t","2015-09-27","within a day","67%","N/A",1,5,950
424296351,"f","t","t","2021-09-23","within a day","74%","71%",101,3,110
561575575,"f","t","t","2024-02-11","within a day","100%","0%",1,NA,100
431476577,"f","t","t","2021-11-11","within an hour","100%","100%",21,NA,69
556868112,"t","t","t","2024-01-16","within an hour","100%","99%",2,4.73,420
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,4.8,180
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,657
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,4,230
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,1,45
835105,"t","t","t","2011-07-18","within a few hours","90%","83%",2,5,289
538145202,"f","t","t","2023-09-20","within an hour","100%","95%",5,5,575
270554496,"t","t","t","2019-06-22","within an hour","100%","100%",3,4.96,149
499645233,"t","t","t","2023-02-05","within a day","60%","71%",3,5,208
379398902,"f","t","t","2020-12-10","N/A","N/A","N/A",1,4.9,357
49704571,"f","t","t","2015-11-23","within an hour","78%","68%",8,5,109
120762452,"f","t","t","2017-03-14","within an hour","89%","95%",83,4.78,140
23751556,"f","f","t","2014-11-14","N/A","N/A","N/A",1,NA,NA
38465372,"t","t","t","2015-07-14","within a few hours","100%","89%",1,4.97,245
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,NA,71
8002158,"f","t","t","2013-08-07","within an hour","100%","57%",2,4.67,107
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,68
11774035,"f","f","t","2014-01-29","N/A","N/A","N/A",1,4.96,200
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,2053
8435480,"t","t","t","2013-08-26","within a few hours","100%","75%",1,4.99,160
391726093,"f","t","t","2021-03-08","within an hour","97%","97%",6,4.83,200
134428157,"t","t","t","2017-06-10","within an hour","100%","47%",6,5,140
444425761,"t","t","t","2022-02-10","within an hour","100%","N/A",1,4.93,216
2065673,"f","f","t","2012-04-03","within a day","50%","100%",1,4.67,122
28209974,"f","t","t","2015-02-23","within a few hours","86%","100%",1,5,230
15639713,"f","t","t","2014-05-17","N/A","N/A","N/A",1,4.83,NA
12149644,"f","t","t","2014-02-11","N/A","N/A","N/A",1,NA,NA
1601577,"f","t","t","2012-01-12","N/A","N/A","N/A",1,5,NA
16826094,"f","t","t","2014-06-15","N/A","N/A","N/A",1,5,NA
20809866,"f","t","t","2014-09-01","N/A","N/A","N/A",1,4.94,NA
21009723,"f","t","t","2014-09-06","N/A","N/A","N/A",1,4,NA
7355953,"f","f","t","2013-07-08","N/A","N/A","N/A",1,NA,NA
388603242,"f","t","t","2021-02-14","within an hour","99%","100%",13,4.95,306
450161902,"f","t","t","2022-03-18","within a few hours","100%","92%",17,4.75,NA
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,4.25,160
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,4.58,369
502440822,"f","t","t","2023-02-23","within an hour","100%","60%",8,NA,66
338738466,"f","t","t","2020-02-25","N/A","N/A","100%",1,4.63,77
256071378,"t","f","t","2019-04-15","within a day","100%","N/A",1,4.92,130
516707499,"f","t","f","2023-05-26","a few days or more","20%","50%",1,4.75,850
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,392
1171497,"t","t","t","2011-09-17","within an hour","100%","52%",9,4.72,110
79275751,"t","t","t","2016-06-22","within an hour","99%","78%",76,NA,NA
14811787,"f","t","t","2014-04-27","N/A","N/A","N/A",1,5,270
519554,"f","f","t","2011-04-19","a few days or more","11%","0%",3,4.82,89
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,75
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,195
1303542,"f","t","t","2011-10-17","within a day","100%","0%",3,4.67,150
